2024,Abimael Santos,30064,SAS,2013,ELQY,ELQY,EMENDA,INVESTIMENTOS,50 - TRANSF. A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,SURUBIM,"A presente Emenda no valor de R$ 35.000,00 (trinta e cinco mil reais), para ser aplicado pela Associação de Proteção a Velhice Desamparada de Surubim (Lar Amélia França), CNPJ sob nº 08.985.699/0001-06, município de Surubim, na construção de lavanderia, aquisição de eletrodomésticos, reforma na estrutura banheiro, quartos e espaço de lazer da instituição.",DIREITOS DA CIDADANIA,APOIO À POPULAÇÃO VULNERÁVEL,-,-,-,-,-,"35.000,00",-,-,-,-,-,-,-,,2614501,38
2024,Edson Vieira,30065,IPA,3258,ELSA,ELSA,EMENDA,INVESTIMENTOS,90 - APLICAÇÕES DIRETAS,TAQUARITINGA DO NORTE,"Aquisição de um veículo tipo utilitário popular ao Instituto Agrônomo de Pernambuco - IPA, a fim de doação para o fortalecimento da agricultura familiar, tendo como beneficiário a Associação dos Agricultores e Moradores de Gravatá do Ibiapina, CNPJ: 46.000.796/0001-83, com endereço a Rua Comércio, s/n - Gravatá do Ibiapina - Taquaritinga do Norte - PE, CEP: 55.795.000.",AGRICULTURA,APOIO À AGRICULTURA FAMILIAR,-,-,-,-,-,"65.000,00",-,-,-,-,-,-,-,,2615003,I15
2024,Abimael Santos,30066,FES-PE,2396,ELQZ,ELQZ,EMENDA,CUSTEIO,41 - TRANSF. A MUNICÍPIOS FUNDO A FUNDO,GAMELEIRA,"A presente Emenda no valor de R$ 700.000,00 (setecentos mil reais), pra ser aplicado pelo Fundo Municipal de Saúde de Gameleira, CNPJ sob nº 11.334.929/0001-73, na aquisição de materiais de custeio das atividades do Hospital de Pequeno Porte Argemira S R Barros, garantindo a oferta de procedimentos de pequena e média complexidade ambulatorial e hospitalar, com ampliação da oferta de atendimento médico/hospitalar.",SAÚDE,APOIO UNID.DE SAÚDE - CUSTEIO/REFORMA,-,-,-,-,-,"700.000,00","686.000,00",-,-,-,-,-,"686.000,00",,2605905,38
2024,Luciano Duque,30070,FES-PE,2396,ELT3,ELT3,EMENDA,CUSTEIO,41 - TRANSF. A MUNICÍPIOS FUNDO A FUNDO,PESQUEIRA,"Fortalecer ações de saúde por meio do Hospital Municipal Lídio Paraíba, com inscrição no CNPJ do município: 10.264.406/0001-35",SAÚDE,APOIO UNID.DE SAÚDE - CUSTEIO/REFORMA,-,-,-,-,-,"300.000,00","300.000,00",-,-,-,-,-,-,,2610905,15
2024,Sileno Guedes,30072,SEE,3482,ELRY,ELRY,EMENDA,CUSTEIO,50 - TRANSF. A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,GOIANA,"A presente emenda tem por objetivo a destinação de recursos para qualificação profissional e atividades de apoio ao desenvolvimento de jovens e adultos voltados ao mercado de trabalho, através da Colônia de Pescadores de Tejucupapo - CNPJ 41.255.704/0001-92.",EDUCAÇÃO,QUALIFICAÇÃO PROFISSIONAL,-,-,-,-,-,"60.000,00",-,-,-,-,-,-,-,,2606200,39
2024,Sileno Guedes,30074,FES-PE,4553,ELTB,ELTB,EMENDA,INVESTIMENTOS,41 - TRANSF. A MUNICÍPIOS FUNDO A FUNDO,PANELAS,"A presente emenda tem por objetivo a destinação de recursos voltados à aquisição de ambulância pequena equipada, no Município de Panelas, CNPJ 11.215.176/0001-14.",SAÚDE,AQUISIÇÃO VEÍCULOS - SAÚDE,-,-,-,-,-,"140.000,00","140.000,00",-,-,-,-,-,-,,2610202,39
2024,Jarbas Filho,30075,FES-PE,3126,ELT2,ELT2,EMENDA,CUSTEIO,50 - TRANSF. A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,RECIFE,"Aquisição de tecidos para confecção de Campos Cirúrgicos Simples, a serem utilizados nos procedimentos cirúrgicos dos pacientes do Hospital Santo Amaro, mantido pela Santa Casa de Misericórdia do Recife, CNPJ nº 10.869.782/0001-53, localizada no município do Recife/PE.",SAÚDE,AQUISIÇÃO DE INSUMOS/MEDICAMENTOS,-,-,-,-,-,"50.000,00","43.018,50",-,-,-,-,-,-,,2611606,33
2024,Joaquim Lira,30076,FES-PE,4553,ELT8,ELT8,EMENDA,INVESTIMENTOS,41 - TRANSF. A MUNICÍPIOS FUNDO A FUNDO,ITAQUITINGA,Aquisição de equipamentos para as unidades de saúde do Município de Itaquitinga.,SAÚDE,AQUISIÇÃO VEÍCULOS - SAÚDE,-,-,-,-,-,"150.100,00","150.100,00",-,-,-,-,-,"150.100,00",,2607802,28
2024,Joaquim Lira,30077,FES-PE,3126,ELT7,ELT7,EMENDA,CUSTEIO,41 - TRANSF. A MUNICÍPIOS FUNDO A FUNDO,ALIANCA,"Custeio em aquisição de medicamentos, insumos farmacêuticos e materiais de consumo para as unidades de saúde do município.",SAÚDE,AQUISIÇÃO DE INSUMOS/MEDICAMENTOS,-,-,-,-,-,"150.000,00","146.999,08",-,-,-,-,-,"146.999,08",,2600708,28
2024,Joaquim Lira,30079,SEPLAG,4424,ELT9,ELT9,TRANSF. ESPECIAIS,INVESTIMENTOS,40 - TRANSF. A MUNICÍPIOS,ALIANCA,Transferência Especial.,ENCARGOS ESPECIAIS,TRANSFERÊNCIAS ESPECIAIS,-,-,-,-,-,"150.000,00","150.000,00",-,-,-,-,-,-,,2600708,28
2024,Fabrízio Ferraz,30081,SEPLAG,4424,ELQJ,ELQJ,TRANSF. ESPECIAIS,CUSTEIO,40 - TRANSF. A MUNICÍPIOS,ALTINHO,Transferência Especial.,ENCARGOS ESPECIAIS,TRANSFERÊNCIAS ESPECIAIS,-,-,-,-,-,"100.000,00","100.000,00",-,-,-,-,-,-,,2600807,26
2024,Sileno Guedes,30082,SAS,2013,ELTA,ELTA,EMENDA,CUSTEIO,50 - TRANSF. A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,RECIFE,"A presente emenda tem por objetivo a reforma e apliação das atividades de atendimento à população em situação de vulnerabilidade social, da mantenedora Casa do Pão, através da Arquidiocese de Olinda e Recife, CNPJ 09.756.859/0001-08",DIREITOS DA CIDADANIA,APOIO À POPULAÇÃO VULNERÁVEL,-,-,-,-,-,"100.000,00",-,-,-,-,-,-,-,,2611606,39
2024,Gilmar Júnior,30083,FES-PE,4553,ELQT,ELQT,EMENDA,INVESTIMENTOS,90 - APLICAÇÕES DIRETAS,RECIFE,Viabilizar a requalificação da sala de repouso dos Profissionais de Enfermagem do Hospital da Restauração.,SAÚDE,APOIO UNID.DE SAÚDE - CUSTEIO/REFORMA,-,-,-,-,-,"100.000,00",-,-,-,-,-,-,-,,2611606,8
2024,José Patriota,30084,FES-PE,4217,ELS8,ELS8,EMENDA,CUSTEIO,41 - TRANSF. A MUNICÍPIOS FUNDO A FUNDO,INGAZEIRA,"Apoiar os serviços prestados pela Unidade Mista Benvinda De Brito Galvão, inscrita no CNES 2607102639327.",SAÚDE,APOIO UNID.DE SAÚDE - CUSTEIO/REFORMA,-,-,-,-,-,"60.000,00","60.000,00",-,-,-,-,-,"60.000,00",,2607109,37
2024,Gustavo Gouveia,30085,SEPLAG,4424,ELSR,ELSR,TRANSF. ESPECIAIS,INVESTIMENTOS,40 - TRANSF. A MUNICÍPIOS,Paudalho,Transferência Especial.,ENCARGOS ESPECIAIS,TRANSFERÊNCIAS ESPECIAIS,-,-,-,-,-,"1.000.000,00","1.000.000,00",-,-,-,-,-,-,,2610608,11
2024,Fabrízio Ferraz,30087,SECULT,1718,ELQK,ELQK,EMENDA,CUSTEIO,50 - TRANSF. A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,SERRITA,"Encaminho essa emenda para fortalecimento de ações culturais na missa do vaqueiro, pela associação Rebanho cultural CNPJ 28.258.109/0001-42",CULTURA,APOIO/MELHORIA PARA ATIVIDADES CULTURAIS,-,-,-,-,-,"60.000,00","60.000,00",-,-,-,-,-,-,,2614006,26
2024,Gustavo Gouveia,30092,FES-PE,4323,ELSW,ELSW,EMENDA,CUSTEIO,50 - TRANSF. A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,CARPINA,"A presente emenda estadual destina-se ao custeio de ações de cuidado às mulheres, gestantes e seus filhos, diagnosticados com o Transtorno do Espectro Autista (TEA), à serem executadas pelo Instituto Todos, CNPJ nº 32.964.434/0001-06.",SAÚDE,APOIO À POPULAÇÃO VULNERÁVEL,-,-,-,-,-,"100.000,00","99.600,00",-,-,-,-,-,"99.600,00",,2604007,11
2024,Francismar Pontes,30101,FES-PE,4611,ELSP,ELSP,EMENDA,CUSTEIO,50 - TRANSF. A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,CATENDE,Para custear e manter procedimentos para a população através do INSTITUTO REVIVER BRASIL - CNPJ 08.720.669/0001-60.,SAÚDE,APOIO UNID.DE SAÚDE - CUSTEIO/REFORMA,-,-,-,-,-,"1.000.000,00","1.000.000,00",-,-,-,-,-,"1.000.000,00",,2604205,10
2024,Luciano Duque,40000,FES-PE,4553,ELTT,ELTT,EMENDA,INVESTIMENTOS,50 - TRANSF. A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,AFOGADOS DA INGAZEIRA,"Aquisição de ambulância para o Hospital Regional Emília Câmara, inscrito no CNPJ 10.583.920/0011-05",SAÚDE,AQUISIÇÃO VEÍCULOS - SAÚDE,-,-,-,-,-,"135.000,00","130.900,00",-,-,-,-,-,-,,2600104,15
2024,Pastor Júnior Tércio,40001,FES-PE,4553,ELWR,ELWR,EMENDA,INVESTIMENTOS,20 - TRANSF. A UNIÃO,RECIFE,Prover recurso orçamentário para aquisição de esquipamentos e materiais permanentes para o Hospital das Clinicas.,SAÚDE,AQUISIÇÃO DE EQUIPAMENTOS - SAÚDE,-,-,-,-,-,"299.000,00","293.230,88",-,-,-,-,-,"293.230,88",,2611606,1
2024,Nino de Enoque,40002,FES-PE,4553,ELWI,ELWI,EMENDA,INVESTIMENTOS,50 - TRANSF. A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,RECIFE,"A emenda visa colaborar com equipagem do Hospital Santa Casa da Misericórdia do Recife, inscrita sobre o CNPJ nº 10.869.7821/0001-53",SAÚDE,AQUISIÇÃO DE EQUIPAMENTOS - SAÚDE,-,-,-,-,-,"60.000,00","60.000,00",-,-,-,-,-,"60.000,00",,2611606,49
2024,Pastor Júnior Tércio,40003,FES-PE,3126,ELWS,ELWS,EMENDA,CUSTEIO,50 - TRANSF. A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,RECIFE,Esta emenda destina-se a compra de insumos hospitalares essenciais nos processos médicos do Hospital do Câncer de Pernambuco (HCP) CNPJ nº 10.894.988/0001-33.,SAÚDE,AQUISIÇÃO DE INSUMOS/MEDICAMENTOS,-,-,-,-,-,"324.050,00","324.050,00",-,-,-,-,-,"324.050,00",,2611606,1
2024,Nino de Enoque,40004,FES-PE,4553,ELWJ,ELWJ,EMENDA,INVESTIMENTOS,50 - TRANSF. A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,RECIFE,Emenda destinada ao Instituto do Fígado e Transplante de Pernambuco inscrito sobre o CNPJ nº07.421.280/00011-50 no intuito de ajudar nas melhorias da unidade.,SAÚDE,APOIO UNID.DE SAÚDE - CUSTEIO/REFORMA,-,-,-,-,-,"120.000,00","120.000,00",-,-,-,-,-,"120.000,00",,2611606,49
2024,Nino de Enoque,40008,SEE,4072,ELWL,ELWL,EMENDA,CUSTEIO,50 - TRANSF. A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,LIMOEIRO,"A Emenda se destinará à promover atividades educacionais para população pernambucana através da Sociedade Musical Santa Cecília, inscrita sobre o CNPJ n° 07.150.776/0001-37",EDUCAÇÃO,APOIO/MELHORIA PARA ATIVIDADES CULTURAIS,-,-,-,-,-,"200.000,00",-,-,-,-,-,-,-,,2608909,49
2024,João Paulo Costa,40011,FES-PE,4553,ELVG,ELVG,EMENDA,INVESTIMENTOS,50 - TRANSF. A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,CARUARU,"A emenda é destinada a melhorar a qualidade da assistência prestada à populção, através da equipagem do HMP - Hospital Memorial de Pernambuco, CNPJ N. 24.262.537/0001-98.",SAÚDE,APOIO UNID.DE SAÚDE - CUSTEIO/REFORMA,-,-,-,-,-,"106.100,00","105.322,72",-,-,-,-,-,"105.322,72",,2604106,42
2024,Abimael Santos,40013,CEHAB,4300,ELTG,ELTG,EMENDA,CUSTEIO,50 - TRANSF. A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,IGARASSU,"A presente Emenda no valor de R$ 50.000,00 (cinquenta mil reais), para ser aplicada no Clube de Mães Maria Benigna - CMMAB, CNPJ sob nº 09.534.663/0001-60, para ser aplicado na reforma da sede do Clube de Mães Maria Benigna, sito à Rua Professora Izolina de Oliveira Cavalcanti, nº 36, bairro, Centro, Igarassu/PE, tendo por objetivo tornar o espaço de atendimento aos associados agradável, moderno e mais confortável.",HABITAÇÃO,APOIO À POPULAÇÃO VULNERÁVEL,-,-,-,-,-,"50.000,00","50.000,00",-,-,-,-,-,-,,2606804,38
2024,Abimael Santos,40015,SEMAS,4609,ELTJ,ELTJ,EMENDA,CUSTEIO,50 - TRANSF. A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,RECIFE,"A presente Emenda no valor de R$ 50.000,00 (cinquenta mil reais), para ser aplicada na SOS Quatro Patas e Cia - Associação em Proteção Animal e Meio Ambiente, CNPJ sob nº 09.148.831/0001-80, na aquisição de insumos para os animais. A SOS Quatro Patas e Cia - Associação em Proteção Animal e Meio Ambiente, reúne e cuida de um número considerável desses animais, em sua maioria recolhidos das ruas, garantindo a esses animais um refúgio seguro, funcionando como local de passagem, buscando a recolocação desses animais para lares definitivos e ser um núcleo de referência em programas de cuidados, controle e bem-estar desses animais.",GESTÃO AMBIENTAL,APOIO À POLÍTICA DE PROTEÇÃO ANIMAL,-,-,-,-,-,"50.000,00",-,-,-,-,-,-,-,,2611606,38
2024,Pastor Cleiton Collins,40017,FES-PE,4553,ELVT,ELVT,EMENDA,INVESTIMENTOS,41 - TRANSF. A MUNICÍPIOS FUNDO A FUNDO,CANHOTINHO,"O valor de R$ 100.000,00 (cem mil reais) será destinado para o município de Canhotinho, para realização de ações em saúde no município.",SAÚDE,APOIO UNID.DE SAÚDE - CUSTEIO/REFORMA,-,-,-,-,-,"100.000,00","100.000,00",-,-,-,-,-,-,,2603702,25
2024,Pastor Cleiton Collins,40019,FES-PE,4722,ELVW,ELVW,EMENDA,CUSTEIO,50 - TRANSF. A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,JABOATAO DOS GUARARAPES,"A emenda no valor de R$ 100.000,00 (cem mil reais) será destinada para a FEPECT - Federação Pernambucana de Comunidades Terapêuticas, CNPJ 34.360.959/0001-50 para apoiar a entidade nas ações de prevenção às drogas no município de Jaboatão dos Guararapes.",SAÚDE,APOIO À POPULAÇÃO VULNERÁVEL,-,-,-,-,-,"100.000,00",-,-,-,-,-,-,-,,2607901,25
2024,Pastor Cleiton Collins,40020,FES-PE,4722,ELVY,ELVY,EMENDA,CUSTEIO,50 - TRANSF. A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,OLINDA,"A emenda no valor de R$ 200.000,00 (duzentos mil reais) será destinada para a FEPECT - Federação Pernambucana de Comunidades Terapêuticas, CNPJ 34.360.959/0001-50 para apoiar a entidade nas ações de prevenção às drogas no município de Olinda.",SAÚDE,APOIO À POPULAÇÃO VULNERÁVEL,-,-,-,-,-,"200.000,00",-,-,-,-,-,-,-,,2609600,25
2024,Pastor Cleiton Collins,40021,FES-PE,2393,ELVZ,ELVZ,EMENDA,CUSTEIO,90 - APLICAÇÕES DIRETAS,RECIFE,"A emenda no valor de R$ 200.000,00 (duzentos mil reais) será destinada para o Hospital da Restauração, para apoiar o centro médico nos procedimentos de média e alta complexidade, visando a ampliação na realização de exames e cirurgias.",SAÚDE,APOIO UNID.DE SAÚDE - CUSTEIO/REFORMA,-,-,-,-,-,"200.000,00","87.975,00",-,-,-,-,-,"87.975,00",,2611606,25
2024,Pastor Cleiton Collins,40022,SEPLAG,4424,ELW0,ELW0,TRANSF. ESPECIAIS,INVESTIMENTOS,40 - TRANSF. A MUNICÍPIOS,CABO DE SANTO AGOSTINHO,Transferência Especial.,ENCARGOS ESPECIAIS,TRANSFERÊNCIAS ESPECIAIS,-,-,-,-,-,"100.000,00","100.000,00",-,-,-,-,-,-,,2602902,25
2024,Pastor Cleiton Collins,40023,SEPLAG,4424,ELW3,ELW3,TRANSF. ESPECIAIS,INVESTIMENTOS,40 - TRANSF. A MUNICÍPIOS,IPOJUCA,Transferência Especial.,ENCARGOS ESPECIAIS,TRANSFERÊNCIAS ESPECIAIS,-,-,-,-,-,"300.000,00","300.000,00",-,-,-,-,-,-,,2607208,25
2024,Pastor Cleiton Collins,40025,FES-PE,4553,ELW6,ELW6,EMENDA,INVESTIMENTOS,41 - TRANSF. A MUNICÍPIOS FUNDO A FUNDO,VITORIA DE SANTO ANTAO,"O valor de R$ 300.000,00 (trezentos mil reais) será destinado para apoiar ações de saúde no município de Vitória de Santo Antão.",SAÚDE,APOIO UNID.DE SAÚDE - CUSTEIO/REFORMA,-,-,-,-,-,"300.000,00","181.920,00",-,-,-,-,-,-,,2616407,25
2024,Pastor Cleiton Collins,40026,SAS,2951,ELW7,ELW7,EMENDA,CUSTEIO,50 - TRANSF. A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,RECIFE,"A emenda no valor de R$ 100.000,00 (cem mil reais) será destinada para a FEPECT - Federação Pernambucana das Comunidades Terapêuticas, CNPJ 34.360.959/0001-50, para executar projetos de prevenção às drogas no munícipio de Recife",DIREITOS DA CIDADANIA,APOIO À POPULAÇÃO VULNERÁVEL,-,-,-,-,-,"100.000,00",-,-,-,-,-,-,-,,2611606,25
2024,Pastor Cleiton Collins,40031,FES-PE,4722,ELWC,ELWC,EMENDA,CUSTEIO,50 - TRANSF. A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,RECIFE,"A emenda no valor de R$ 400.000,00 (quatrocentos mil reais) será destinada para a FEPECT - Federação Pernambucana das Comunidades Terapêuticas, CNPJ 34.360.959/0001-50, para executar projetos para prevenção e combate às drogas no município de Recife.",SAÚDE,APOIO À POPULAÇÃO VULNERÁVEL,-,-,-,-,-,"400.000,00",-,-,-,-,-,-,-,,2611606,25
2024,Lula Cabral,40033,FES-PE,4553,ELTO,ELTO,EMENDA,INVESTIMENTOS,41 - TRANSF. A MUNICÍPIOS FUNDO A FUNDO,PAUDALHO,"A referida Emenda, ao município de Paudalho, (CNPJ 11.097383.0001.84), tem com objetivo a compra de ambulâncias, para atender as necessidade do munícipio e também das localidades das zonas rurais de difícil acesso, onde a população precisa da remoção para tratamento de saúde.",SAÚDE,AQUISIÇÃO VEÍCULOS - SAÚDE,-,-,-,-,-,"1.000.000,00","1.000.000,00",-,-,-,-,-,"1.000.000,00",,2610608,I32
2024,Lula Cabral,40034,FES-PE,4553,ELTP,ELTP,EMENDA,INVESTIMENTOS,50 - TRANSF. A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,CABO DE SANTO AGOSTINHO,"A presente EMENDA tem como objetivo a compra de equipamento oftalmológico para Associação Missão Adonay AMA (cnpj 21.675.197.0001-39), para atender a população do município.",SAÚDE,AQUISIÇÃO DE EQUIPAMENTOS - SAÚDE,-,-,-,-,-,"60.000,00",-,-,-,-,-,-,-,,2602902,I32
2024,Cléber Chaparral,40035,SEPLAG,4424,ELUC,ELUC,TRANSF. ESPECIAIS,CUSTEIO,40 - TRANSF. A MUNICÍPIOS,BOM JARDIM,Transferência Especial.,ENCARGOS ESPECIAIS,TRANSFERÊNCIAS ESPECIAIS,-,-,-,-,-,"200.000,00","200.000,00",-,-,-,-,-,-,,2602209,9
2024,Cléber Chaparral,40036,SEPLAG,4424,ELUD,ELUD,TRANSF. ESPECIAIS,INVESTIMENTOS,40 - TRANSF. A MUNICÍPIOS,BOM JARDIM,Transferência Especial.,ENCARGOS ESPECIAIS,TRANSFERÊNCIAS ESPECIAIS,-,-,-,-,-,"600.000,00","600.000,00",-,-,-,-,-,-,,2602209,9
2024,Lula Cabral,40037,FES-PE,4611,ELTQ,ELTQ,EMENDA,CUSTEIO,50 - TRANSF. A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,CABO DE SANTO AGOSTINHO,"A presente emenda, é destinada a aquisição de material para confecção de óculos, lentes e também mão de obra, para AMA - Associação Missão ADONAY - AMA (Cnpj 21.675.197.0001.39), para atender a população do Cabo de santo Agostinho.",SAÚDE,AQUISIÇÃO DE EQUIPAMENTOS - SAÚDE,-,-,-,-,-,"63.000,00",-,-,-,-,-,-,-,,2602902,I32
2024,Waldemar Borges,40040,FES-PE,4611,ELX6,ELX6,EMENDA,CUSTEIO,50 - TRANSF. A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,RECIFE,"A presente emenda, no valor de R$ 116.100,00 (cento e dezesseis mil e cem reais) será destinada a entidade INSTITUTO REVIVER BRASIL - CNPJ 08.720.669/0001-60, localizado na Cidade de Cantende, e que realiza ações em Cidades do Estado de Pernambuco e esta na Cidade do Recife, para desenvolver atividades e atendimentos e serviços oftalmológicos a pacientes oriundos dos SUS, agindo de forma preventiva, ostenciva e assim atingir a diminuição de sequelas as doenças oftalmológicas, para a saúde das mulheres e seus familiares.",SAÚDE,APOIO UNID.DE SAÚDE - CUSTEIO/REFORMA,-,-,-,-,-,"116.100,00",-,-,-,-,-,-,-,,2611606,35
2024,Waldemar Borges,40041,SEPLAG,4424,ELX7,ELX7,TRANSF. ESPECIAIS,INVESTIMENTOS,40 - TRANSF. A MUNICÍPIOS,TUPARETAMA,Transferência Especial.,ENCARGOS ESPECIAIS,TRANSFERÊNCIAS ESPECIAIS,-,-,-,-,-,"100.000,00","100.000,00",-,-,-,-,-,-,,2615904,35
2024,Mário Ricardo,40042,SAS,2013,ELVI,ELVI,EMENDA,CUSTEIO,50 - TRANSF. A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,IGARASSU,"A emenda se destina a reforma e ampliação da sede do Clube de Mães Maria Benigna, o qual detem o CNPJ nº 09.534.663/0001-60",DIREITOS DA CIDADANIA,APOIO À POLÍTICA DE GÊNERO,-,-,-,-,-,"50.000,00",-,-,-,-,-,-,-,,2606804,27
2024,Claudiano Martins Filho,40043,SDAAPP,3606,ELU5,ELU5,EMENDA,INVESTIMENTOS,50 - TRANSF. A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,PEDRA,"A presente emenda destina-se a Associação dos Agricultores do Tenebre, CNPJ 00862.084/0001-72,para reforma e ampliação no Parque Sebastião da Costa Galindo, município da Pedra.",AGRICULTURA,APOIO AO PEQUENO PRODUTOR,-,-,-,-,-,"60.000,00",-,-,-,-,-,-,-,,2610806,19
2024,Mário Ricardo,40044,FES-PE,3648,ELVJ,ELVJ,EMENDA,INVESTIMENTOS,"91 - APLICAÇÃO DIRETA DECORRENTE DE OUTROS ÓRGÃOS, FUNDOS E ENTIDADES",RECIFE,A Emenda se destina a construção de prédio anexo do PROCAPE/UPE,SAÚDE,APOIO UNID.DE SAÚDE - CUSTEIO/REFORMA,-,-,-,-,-,"100.000,00","99.995,45",-,-,-,-,-,-,,2611606,27
2024,Alberto Feitosa,40045,FES-PE,4553,ELU2,ELU2,EMENDA,INVESTIMENTOS,50 - TRANSF. A INSTITUIÇÕES PRIVADAS SEM FINS LUCRATIVOS,NAZARE DA MATA,Emenda destinada para compra de equipamentos e ampliação dos serviços já ofertados pela Secretaria de Saúde CNPJ 10.572.048/0008-02 - Hospital Hermírio Coutinho.,SAÚDE,AQUISIÇÃO DE EQUIPAMENTOS - SAÚDE,-,-,-,-,-,"60.000,00",-,-,-,-,-,-,-,,2609501,2
2024,Mário Ricardo,40046,FES-PE,4553,ELVK,ELVK,EMENDA,INVESTIMENTOS,90 - APLICAÇÕES DIRETAS,GOIANA,A Emenda se destina a aquisição de materiais e equipamentos hospitalares. Para atender os procedimentos de média e alta complexidade pelo Hospital Belarmino Correia em Goiana/PE.,SAÚDE,AQUISIÇÃO DE EQUIPAMENTOS - SAÚDE,-,-,-,-,-,"200.000,00","110.851,99",-,-,-,-,-,-,,2606200,27
